fuel_type,body_type,kilometers_driven,transmission,owner_no,manufacturer,model,model_year,central_variant_id,variant_name,price,registration_year,insurance,rto,top_eatures,comfort_features,interior_features,exterior_features,safety_features,entertainment_features,engine,max_power,torque,wheel_size,seats,color,engine_type,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,city
petrol,hatchback,11949.0,manual,1,tata,tiago,2017,2985,1.2 revotron xz wo alloy,5.85,2018.0,comprehensive,ka03,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel navigation system glove box cooling,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger alloy wheels power antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd follow me home headlamps anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1199.0,84.0,114.0,15.751987883377508,5.0,red,revotron engine,3.0,4.0,mpfi,no,3746.0,1647.0,1535.0,2400.0,1012.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,242.0,bangalore
petrol,hatchback,50000.0,manual,1,maruti,baleno,2018,3962,1.2 delta,6.9,2018.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display,adjustable head lights power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger wheel covers integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device isofix child seat mounts pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1197.0,83.1,115.0,15.751987883377508,5.0,red,vvt petrol engine,4.0,4.0,mpfi,no,3995.0,1745.0,1510.0,2520.0,870.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,339.0,bangalore
petrol,hatchback,24887.0,automatic,1,hyundai,grand i10,2019,5606,1.2 kappa sportz option at,6.82,2019.0,third party,ka51,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel rear acvents navigation system glove box cooling voice control tailgate ajar battery saver,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels integrated antenna tinted glass outside rear view mirror turn indicators chrome grille roof rail,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,cd player radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1197.0,81.86,113.75,14.0,5.0,orange,kappa vtvt petrol engine,4.0,4.0,mpfi,no,3765.0,1660.0,1520.0,2425.0,1200.0,4.0,fwd,power,disc,drum,tubeless,14.0,5.0,256.0,bangalore
petrol,hatchback,23000.0,automatic,1,honda,jazz,2018,6506,vx cvt,8.25,2018.0,comprehensive,ka03,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest cup holders front multifunction steering wheel cruise control navigation system smart access card entry engine start stop button voice control steering wheel gearshift paddles gear shift indicator lane change indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna outside rear view mirror turn indicators chrome grille chrome garnish ledtaillights,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device speed sensing auto door lock no of airbags,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,1199.0,88.7,110.0,15.0,5.0,grey,i-vtec petrol engine,4.0,4.0,pgm-fi,no,3955.0,1694.0,1544.0,2530.0,1066.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,5.0,354.0,bangalore
petrol,hatchback,48928.0,automatic,1,tata,tiago,2018,5653,1.2 revotron xza,5.95,2018.0,comprehensive,ka03,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel navigation system glove box cooling tailgate ajar gear shift indicator lane change indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger wheel covers power antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd follow me home headlamps anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1199.0,83.83,114.0,14.0,5.0,red,revotron engine,3.0,4.0,mpfi,no,3746.0,1647.0,1535.0,2400.0,1012.0,5.0,fwd,power,disc,drum,tubeless,14.0,5.0,242.0,bangalore
diesel,suv,108862.0,manual,3,mahindra,xuv500,2014,3822,w6 2wd,6.9,2014.0,comprehensive,ka01,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock cigarette lighter,adjustable head lights fog lights front power adjustable exterior rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger wheel covers integrated antenna tinted glass outside rear view mirror turn indicators,anti lock braking system centeral locking child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer crash sensor ebd follow me home headlamps anti theft device,cd player radio speakers front speakers rear,2179.0,140.0,330.0,15.751987883377508,7.0,silver,mhawk diesel engine,4.0,4.0,direct injection,yes,4585.0,1890.0,1785.0,2700.0,1900.0,6.0,fwd,power,disc & caliper type,disc & caliper type,tubeless radial,15.751987883377508,5.0,362.11927013796173,bangalore
diesel,suv,80000.0,manual,1,jeep,compass,2018,5929,2.0 limited,13.5,2018.0,third party,od02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control low fuel warning light accessory power outlet rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel rear acvents navigation system engine start stop button,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen,1956.0,170.0,350.0,17.0,5.0,others,2.0-litre 4-cyl multijet ii engine,4.0,4.0,crdi,yes,4395.0,1818.0,1640.0,2636.0,1562.0,6.0,2wd,power,disc,disc,tubeless radial,17.0,5.0,408.0,bangalore
diesel,suv,16000.0,automatic,1,mercedes-benz,gla,2022,8437,220d 4m bsvi,55.95,2022.0,comprehensive,ka01,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system engine start stop button glove box cooling voice control tailgate ajar luggage hook and net drive modes active noise cancellation adjustable headrest hands free tailgate,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat dual tone dashboard leather wrap gear shift selector,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna rear spoiler sun roof outside rear view mirror turn indicators chrome grille chrome garnish automatic driving lights roof rail dual tone body colour leddrls ledheadlights ledtaillights cornering headlamps cornering foglamps,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front side air bag rear day night rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor automatic head lamps clutch lock ebd rear camera anti pinch power windows speed sensing auto door lock knee airbags isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen apple car play android auto mirror link wireless phone charging compass,1950.0,187.74,400.0,19.0,5.0,blue,in-line engine,4.0,4.0,unknown,yes,4436.0,2020.0,1611.0,2729.0,1675.0,8.0,awd,unknown,disc,disc,tubeless radial,19.0,5.0,362.11927013796173,bangalore
diesel,hatchback,65376.0,manual,2,hyundai,i20,2014,1657,asta 1.4 crdi,5.21,2014.0,comprehensive,ka41,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest multifunction steering wheel,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels power antenna rear spoiler outside rear view mirror turn indicators,anti lock braking system centeral locking anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor ebd rear camera,cd player radio speakers front speakers rear,1396.0,88.76,219.6,14.0,5.0,blue,u2 crdi diesel engine,4.0,4.0,crdi,no,3995.0,1710.0,1505.0,2525.0,1120.0,6.0,fwd,power,disc,disc,tubeless radial,14.0,5.0,362.11927013796173,bangalore
petrol,suv,10000.0,manual,1,tata,nexon,2022,9207,xm plus s bsvi,10.05,2022.0,third party,ka02,power steering power windows front air conditioner heater power adjustable exterior rear view mirror electric folding rear view mirror anti lock braking system brake assist radio,power steering power windows front power windows rear low fuel warning light accessory power outlet rear seat headrest cup holders front cup holders rear multifunction steering wheel rear acvents glove box cooling voice control tailgate ajar drive modes,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco,power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper wheel covers integrated antenna sun roof moon roof roof rail leddrls ledtaillights projector headlamps,anti lock braking system brake assist centeral locking driver air bag passenger air bag day night rear view mirror rear seat belts seat belt warning door ajar warning side impact beams traction control keyless entry centrally mounted fuel tank engine check warning automatic head lamps ebd follow me home headlamps speed sensing auto door lock isofix child seat mounts hill assist speed alert no of airbags eletronic stability control,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size apple car play android auto,1199.0,118.35,170.0,15.751987883377508,5.0,others,1.2l turbocharged revotron engine,3.0,4.0,unknown,no,3993.0,1811.0,1606.0,2498.0,1315.0,6.0,unknown,electric,disc,drum,tubeless radial,15.751987883377508,5.0,350.0,bangalore
petrol,sedan,67000.0,manual,2,honda,city,2016,1215,i vtec v,7.75,2016.0,comprehensive,ka53,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels power antenna outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor ebd rear camera anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth,1497.0,117.3,145.0,15.0,5.0,brown,i vtec engine,4.0,4.0,pgm-fi,no,4440.0,1695.0,1495.0,2600.0,1049.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,4.0,510.0,bangalore
diesel,sedan,100000.0,automatic,3,bmw,5 series,2011,5293,520d sedan,22.0,2011.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock outside temperature display cigarette lighter,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass sun roof,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front side air bag rear day night rear view mirror passenger side rear view mirror xenon headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor,cd player cd changer radio audio system remote control speakers front speakers rear,1995.0,177.0,35.7,17.0,5.0,white,in-line engine,4.0,4.0,crdi,no,4841.0,1846.0,1468.0,2888.0,1600.0,6.0,unknown,power,ventilated disc,ventilated disc,tubeless radial,17.0,4.0,520.0,bangalore
petrol,hatchback,18083.0,manual,1,maruti,swift,2016,10403,vxi,5.82,2016.0,comprehensive,ka04,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist radio,power steering power windows front power windows rear low fuel warning light accessory power outlet vanity mirror rear seat headrest multifunction steering wheel gear shift indicator adjustable headrest power boot,air conditioner heater adjustable steering tachometer fabric upholstery glove compartment height adjustable driver seat,adjustable head lights power adjustable exterior rear view mirror wheel covers power antenna outside rear view mirror turn indicators ledtaillights halogen headlamps,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning adjustable seats keyless entry engine immobilizer engine check warning crash sensor ebd speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts speed alert no of airbags eletronic stability control,radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1197.0,88.5,113.0,15.751987883377508,5.0,silver,k series dual jet,4.0,4.0,unknown,unknown,3845.0,1735.0,1530.0,2450.0,875.0,5.0,unknown,electric,disc,drum,tubeless radial,15.751987883377508,5.0,268.0,bangalore
petrol,suv,30000.0,manual,1,renault,duster,2020,7703,rxs,10.9,2020.0,third party,ka01,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist radio,power steering power windows front power windows rear low fuel warning light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel glove box cooling voice control gear shift indicator adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer fabric upholstery glove compartment digital clock driving experience control eco dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror rear window defogger wheel covers power antenna outside rear view mirror turn indicators chrome grille roof rail leddrls ledtaillights projector headlamps,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd speed sensing auto door lock impact sensing auto door lock no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker touch screen size apple car play android auto,1498.0,104.55,142.0,15.751987883377508,5.0,others,1.5l petrol,4.0,4.0,mpfi,no,4360.0,1822.0,1695.0,2673.0,1315.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,475.0,bangalore
petrol,hatchback,57634.0,manual,2,tata,tiago,2016,2983,1.2 revotron xz,4.57,2016.0,comprehensive,ka05,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel navigation system glove box cooling,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window wiper rear window washer rear window defogger wheel covers power antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd follow me home headlamps anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1199.0,84.0,114.0,14.0,5.0,silver,revotron engine,3.0,4.0,mpfi,no,3746.0,1647.0,1535.0,2400.0,1012.0,5.0,fwd,power,disc,drum,tubeless,14.0,5.0,242.0,bangalore
petrol,sedan,50000.0,automatic,2,mercedes-benz,s-class,2016,4716,s 500 l,49.0,2016.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button glove box cooling steering wheel gearshift paddles,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment outside temperature display rear folding table height adjustable driver seat,adjustable head lights power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels power antenna tinted glass sun roof moon roof outside rear view mirror turn indicators chrome grille chrome garnish smoke headlamps,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front side air bag rear day night rear view mirror passenger side rear view mirror xenon headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer tyre pressure monitor crash sensor automatic head lamps ebd rear camera anti theft device,cd player cd changer dvd player radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen,4663.0,453.26,700.0,19.0,5.0,others,v-type petrol engine,8.0,4.0,direct injection,yes,5246.0,2130.0,1494.0,3165.0,2200.0,7.0,rwd,power,disc,disc,tubeless radial,19.0,4.0,530.0,bangalore
petrol,sedan,110000.0,manual,1,honda,city,2015,1279,i vtec v,5.5,2015.0,third party,hr26,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger alloy wheels power antenna outside rear view mirror turn indicators,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor ebd rear camera anti theft device,cd player radio speakers front speakers rear,1497.0,117.3,145.0,15.0,5.0,others,i vtec engine,4.0,4.0,pgm-fi,no,4440.0,1695.0,1495.0,2600.0,1049.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,4.0,510.0,bangalore
petrol,hatchback,23447.0,automatic,1,hyundai,santro,2018,6670,sportz amt bsiv,5.7,2018.0,comprehensive,ka04,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear seat headrest cup holders front multifunction steering wheel rear acvents navigation system voice control,air conditioner heater tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock dual tone dashboard,adjustable head lights fog lights front power adjustable exterior rear view mirror rear window defogger wheel covers integrated antenna outside rear view mirror turn indicators chrome grille halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device pretensioners and force limiter seatbelts no of airbags,radio speakers front speakers rear usb auxiliary input bluetooth touch screen number of speaker,1086.0,68.0,99.0,15.751987883377508,5.0,yellow,1.1 litre petrol engine,4.0,3.0,mpfi,no,3610.0,1645.0,1560.0,2400.0,1050.0,5.0,fwd,power,disc,drum,tubeless radial,15.751987883377508,5.0,235.0,bangalore
lpg,hatchback,30000.0,manual,2,hyundai,santro xing,2009,1712,gls lpg,2.2,2009.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror centeral locking power door locks cd player,power steering power windows front remote trunk opener remote fuel lid opener low fuel warning light rear seat headrest cup holders front cup holders rear,air conditioner heater tachometer electronic multi tripmeter fabric upholstery glove compartment,adjustable head lights manually adjustable exterior rear view mirror wheel covers power antenna tinted glass rear spoiler,centeral locking power door locks child safety locks day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer anti theft device,cd player radio speakers front usb auxiliary input,1086.0,62.1,96.1,13.0,5.0,others,bifuel engine,3.0,4.0,mpfi+lpg,no,3565.0,1525.0,1590.0,2380.0,845.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,13.0,5.0,362.11927013796173,bangalore
petrol,sedan,33000.0,automatic,1,mercedes-benz,e-class,2017,7578,exclusive e 200,41.45,2017.0,comprehensive,ka05,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist radio,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button glove box cooling voice control steering wheel gearshift paddles tailgate ajar gear shift indicator luggage hook and net lane change indicator drive modes,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment outside temperature display cigarette lighter rear folding table driving experience control eco height adjustable driver seat dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels integrated antenna sun roof moon roof outside rear view mirror turn indicators chrome grille chrome garnish automatic driving lights,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front side air bag rear day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd follow me home headlamps rear camera anti theft device anti pinch power windows speed sensing auto door lock knee airbags isofix child seat mounts pretensioners and force limiter seatbelts no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen internal storage rear entertainment system,1991.0,194.4,300.0,17.0,5.0,white,in-line petrol engine,4.0,4.0,direct injection,yes,5063.0,1860.0,1494.0,3079.0,1585.0,9.0,rwd,electric,ventilated disc,disc,tubeless radial,17.0,4.0,540.0,bangalore
